period,programme,scheme,scheme_description,basis,nationality_code,nationality,recipients
2014Q3,Pensions,SPC,State Pension Contributory,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),1149
2014Q3,Pensions,SPC,State Pension Contributory,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),214
2014Q3,Pensions,SPC,State Pension Contributory,Social Insurance,06,Other nationals,1145
2014Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,00,All,96833
2014Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,01,Irish nationals,91189
2014Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,03,United Kingdom,4286
2014Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),388
2014Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),416
2014Q3,Pensions,SPNC,State Pension Non Contributory,Social Assistance,06,Other nationals,554
2014Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,00,All,119376
2014Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,01,Irish nationals,115545
2014Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,03,United Kingdom,2346
2014Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),372
2014Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),619
2014Q3,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,06,Other nationals,494
2014Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,00,All,39254
2014Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,01,Irish nationals,34739
2014Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,03,United Kingdom,2866
2014Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),280
2014Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),838
2014Q3,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,06,Other nationals,531
2014Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,00,All,63177
2014Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,01,Irish nationals,61482
2014Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,03,United Kingdom,1343
2014Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),169
2014Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),77
2014Q3,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,06,Other nationals,106
2014Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,00,All,76006
2014Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,01,Irish nationals,52554
2014Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,03,United Kingdom,3662
2014Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),1134
2014Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),13770
2014Q3,Supplementary Payments and Miscellaneous Services,RENT,Rent Supplement,Social Assistance,06,Other nationals,4886
2014Q3,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,00,All,31103
2014Q3,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,01,Irish nationals,25184
2014Q3,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,03,United Kingdom,647
2014Q3,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),618
2014Q3,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),3901
2014Q3,Working Age Income Supports,MAT,Maternity Benefit,Social Insurance,06,Other nationals,753
2014Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,00,All,75288
2014Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,01,Irish nationals,65591
2014Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,03,United Kingdom,2544
2014Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),459
2014Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),4850
2014Q3,Working Age Income Supports,OFP,One Parent Family Payment,Social Assistance,06,Other nationals,1844
2014Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,00,All,350287
2014Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,01,Irish nationals,293903
2014Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,03,United Kingdom,14126
2014Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),2933
2014Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),31618
2014Q3,Working Age Income Supports,UA,Jobseekers Allowance,Social Assistance,06,Other nationals,7707
2014Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,00,All,79595
2014Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,01,Irish nationals,67680
2014Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,03,United Kingdom,2188
2014Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),1152
2014Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),7731
2014Q3,Working Age Income Supports,UB,Jobseekers Benefit,Social Insurance,06,Other nationals,844
2014Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,00,All,1831
2014Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,01,Irish nationals,1473
2014Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,03,United Kingdom,142
2014Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),23
2014Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),157
2014Q3,Working Age Income Supports,WNCP,Widows Non Contributory Pension,Social Assistance,06,Other nationals,36
2014Q4,Children,CB,Child Benefit,Social Assistance,00,All,625362
2014Q4,Children,CB,Child Benefit,Social Assistance,01,Irish nationals,514415
2014Q4,Children,CB,Child Benefit,Social Assistance,03,United Kingdom,21955
2014Q4,Children,CB,Child Benefit,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),8538
2014Q4,Children,CB,Child Benefit,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),60402
2014Q4,Children,CB,Child Benefit,Social Assistance,06,Other nationals,20052
2014Q4,Children,FIS,Family Income Supplement,Social Assistance,00,All,53981
2014Q4,Children,FIS,Family Income Supplement,Social Assistance,01,Irish nationals,39062
2014Q4,Children,FIS,Family Income Supplement,Social Assistance,03,United Kingdom,1862
2014Q4,Children,FIS,Family Income Supplement,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),595
2014Q4,Children,FIS,Family Income Supplement,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),10967
2014Q4,Children,FIS,Family Income Supplement,Social Assistance,06,Other nationals,1495
2014Q4,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,00,All,61027
2014Q4,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,01,Irish nationals,56487
2014Q4,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,03,United Kingdom,2608
2014Q4,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),198
2014Q4,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),1089
2014Q4,"Illness,Disability and Caring",CAR,Carers Allowance,Social Assistance,06,Other nationals,645
2014Q4,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,00,All,1973
2014Q4,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,01,Irish nationals,1791
2014Q4,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,03,United Kingdom,59
2014Q4,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),12
2014Q4,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),89
2014Q4,"Illness,Disability and Caring",CARB,Carers Benefit,Social Insurance,06,Other nationals,22
2014Q4,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,00,All,93156
2014Q4,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,01,Irish nationals,82018
2014Q4,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,03,United Kingdom,2456
2014Q4,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),783
2014Q4,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),7103
2014Q4,"Illness,Disability and Caring",DB,Illness Benefit,Social Insurance,06,Other nationals,796
2014Q4,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,00,All,113628
2014Q4,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,01,Irish nationals,104633
2014Q4,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,03,United Kingdom,4742
2014Q4,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),475
2014Q4,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),2717
2014Q4,"Illness,Disability and Caring",DPMA,Disability Allowance,Social Assistance,06,Other nationals,1061
2014Q4,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,00,All,55300
2014Q4,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,01,Irish nationals,53364
2014Q4,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,03,United Kingdom,1188
2014Q4,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),156
2014Q4,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),494
2014Q4,"Illness,Disability and Caring",INVP,Invalidity Pension,Social Insurance,06,Other nationals,98
2014Q4,Pensions,SPC,State Pension Contributory,Social Insurance,00,All,346763
2014Q4,Pensions,SPC,State Pension Contributory,Social Insurance,01,Irish nationals,337100
2014Q4,Pensions,SPC,State Pension Contributory,Social Insurance,03,United Kingdom,7011
2014Q4,Pensions,SPC,State Pension Contributory,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),1200
2014Q4,Pensions,SPC,State Pension Contributory,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),238
2014Q4,Pensions,SPC,State Pension Contributory,Social Insurance,06,Other nationals,1214
2014Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,00,All,97049
2014Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,01,Irish nationals,91249
2014Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,03,United Kingdom,4387
2014Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),396
2014Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),450
2014Q4,Pensions,SPNC,State Pension Non Contributory,Social Assistance,06,Other nationals,567
2014Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,00,All,119810
2014Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,01,Irish nationals,115904
2014Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,03,United Kingdom,2381
2014Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),381
2014Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),639
2014Q4,Pensions,WCP,Widow(er)'s Contributory Pension,Social Insurance,06,Other nationals,505
2014Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,00,All,40131
2014Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,01,Irish nationals,35489
2014Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,03,United Kingdom,2939
2014Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),288
2014Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,05,EU15 to EU27(accession countries joined post 2004),872
2014Q4,Supplementary Payments and Miscellaneous Services,HHB,Household Benefits,Social Assistance,06,Other nationals,543
2014Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,00,All,65057
2014Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,01,Irish nationals,63279
2014Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,03,United Kingdom,1408
2014Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,04,EU14 exl Irl(countries in the EU pre 2004 excluding Ireland),172
2014Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,05,EU15 to EU27(accession countries joined post 2004),91
2014Q4,Supplementary Payments and Miscellaneous Services,HHB1,Household Benefits,Social Insurance,06,Other nationals,107
